species
Merianthera verrucosa
Nectandra grandiflora
Casearia mariquitensis
Tontelea miersii
Inga capitata
Monteverdia distichophylla
Cedrela odorata
Myrsine parvula
Eugenia zuccarinii
Salacia grandifolia
Mollinedia ovata
Myrcia basicordata
Allophylus leucoclados
Bauhinia ovata
Eugenia astringens
Chrysophyllum januariense
Aegiphila brachiata
Spondias expeditionaria
Ficus cyclophylla
Machaerium fulvovenosum
Couratari asterotricha
Micropholis gardneriana
Centrolobium tomentosum
Handroanthus bureavii
Handroanthus pedicellatus
Pleroma fissinervium
Rustia formosa
Tabebuia obtusifolia
Ficus trigona
Cnidoscolus hamosus
Melanoxylon brauna
Enterolobium contortisiliquum
Molopanthera paniculata
Eugenia ischnosceles
Esenbeckia leiocarpa
Dimorphandra jorgei
Ficus hirsuta
Cedrela fissilis
Casearia javitensis
Miconia trianae
Trichilia lepidota
Trichilia casaretti
Machaerium pedicellatum
Balfourodendron riedelianum
Lonchocarpus praecox
Kielmeyera membranacea
Pouteria butyrocarpa
Ficus eximia
Ficus holosericea
Solanum rufescens
Leandra variabilis
Lacmellea pauciflora
Talisia cerasina
Palicourea guianensis
Clusia mexiae
Cupania rigida
Helicteres brevispira
Myrceugenia scutellata
Ficus laureola
Campomanesia guaviroba
Ouratea parviflora
Ocotea diospyrifolia
Unonopsis sanctae-teresae
Croton floribundus
Miconia atlantica
Tovomita riedeliana
Eugenia prasina
Endlicheria paniculata
Chomelia obtusa
Posoqueria acutifolia
Dalbergia elegans
Pleroma arboreum
Pseudopiptadenia schumanniana
Plinia rivularis
Eugenia xiriricana
Xylopia frutescens
Heteropterys byrsonimifolia
Tabebuia roseoalba
Aiouea saligna
Mollinedia schottiana
Actinostemon concolor
Maclura tinctoria
Cordia toqueve
Tontelea corcovadensis
Aspidosperma illustre
Ocotea glaziovii
Ocotea leucoxylon
Enterolobium glaziovii
Vitex schaueriana
Guapira graciliflora
Guapira hirsuta
Faramea stipulacea
Dasyphyllum brasiliense
Myrcia crassa
Psidium oligospermum
Philyra brasiliensis
Cordia ecalyculata
Eugenia brasiliensis
Campomanesia xanthocarpa
Ximenia coriacea
Marcgraviastrum cuneifolium
Aparisthmium cordatum
Mollinedia argyrogyna
Platycyamus regnellii
Senna alata
Agarista oleifolia
Prunus brasiliensis
Jacaranda puberula
Ficus castellviana
Guapira obtusata
Campomanesia macrobracteolata
Albizia pedicellaris
Qualea cryptantha
Kerianthera longiflora
Hamelia patens
Plathymenia reticulata
Anacardium occidentale
Zanthoxylum acuminatum
Senegalia giganticarpa
Eugenia batingabranca
Bathysa mendoncaei
Eugenia monosperma
Tabernaemontana flavicans
Ximenia americana
Pleroma fragae
Verbesina floribunda
Ficus enormis
Alchornea glandulosa
Pouteria guianensis
Aegiphila obducta
Inga exfoliata
Meliosma chartacea
Myrcia bergiana
Banara brasiliensis
Vochysia magnifica
Eriotheca macrophylla
Oreopanax capitatus
Mollinedia gilgiana
Phyllanthus cladotrichus
Aiouea glaziovii
Alsophila setosa
Myrcia grandifolia
Myrcia racemosa
Aniba firmula
Guarea gracilis
Miconia cubatanensis
Rudgea coronata
Aiouea laevis
Ocotea silvestris
Ocotea spixiana
Myrcia tenuivenosa
Pouteria macrocarpa
Eugenia fusca
Myrcia verrucosa
Myrcia vittoriana
Myrcia santateresana
Eugenia subundulata
Annona xylopiifolia
Casearia lasiophylla
Hirtella racemosa
Inga unica
Cordia glabrata
Eugenia adenantha
Picramnia ciliata
Licania littoralis
Siparuna bifida
Miconia lepidota
Citronella paniculata
Poeppigia procera
Erythroxylum pulchrum
Byrsonima cacaophila
Casearia selloana
Myrcia riodocensis
Monteverdia ardisiifolia
Campomanesia espiritosantensis
Byrsonima crispa
Couepia venosa
Guapira venosa
Conchocarpus diadematus
Cupania crassifolia
Eugenia sulcata
Swartzia simplex
Pseudobombax longiflorum
Sarcaulus brasiliensis
Myrcia sucrei
Eugenia sobraliana
Casearia commersoniana
Bougainvillea glabra
NA
Cupania emarginata
Mollinedia engleriana
Inga laurina
Myrcia bicolor
Pseudopiptadenia bahiana
Guazuma crinita
Xylopia laevigata
Micropholis guyanensis
Spirotheca rivieri
Anaxagorea silvatica
Mabea piriri
Hornschuchia myrtillus
Miconia holosericea
Micropholis crassipedicellata
Coussarea ilheotica
Picramnia ramiflora
Ceiba pubiflora
Miconia octopetala
Eugenia platyphylla
Pavonia calyculosa
Pilocarpus riedelianus
Eugenia neosilvestris
Luehea divaricata
Casearia luetzelburgii
Tontelea tenuicula
Ocotea tenuiflora
Miconia caudigera
Pilocarpus pauciflorus
Machaerium cantarellianum
Mouriri chamissoana
Salacia elliptica
Cordia rufescens
Vouarana guianensis
Amaioua pilosa
Ecclinusa ramiflora
Miconia dorsaliporosa
Chrysophyllum lucentifolium
Miconia petroniana
Miconia capixaba
Miconia brasiliensis
Erythroxylum cuspidifolium
Phytolacca dioica
Byrsonima vernicosa
Myrciaria disticha
Vochysia santaluciae
Cyathea microdonta
Byrsonima alvimii
Piptocarpha robusta
NA
Leandra multiplinervis
Hyptidendron leucophyllum
Myrcia aurea
Cordia superba
Myrcia curtipendula
Strychnos brasiliensis
Garcinia gardneriana
Hirtella angustifolia
Vismia magnoliifolia
Eugenia hiemalis
Abarema brachystachya
Myrceugenia myrcioides
Ilex integerrima
Eugenia sphenophylla
Humiria balsamifera
Ficus microcarpa
Persea venosa
Solanum rugosum
Solanum argenteum
Ficus mariae
Ficus pulchella
Prunus myrtifolia
Peritassa sadleri
Coccoloba salicifolia
Campomanesia schlechtendaliana
Vantanea obovata
Kielmeyera petiolaris
Neea theifera
Aniba canelilla
Kielmeyera coriacea
Beilschmiedia vestita
Palicourea racemosa
Myrcia isaiana
Callisthene fasciculata
Myrcia retorta
Myrcia ovata
Croton celtidifolius
Byrsonima gardneriana
Byrsonima pachyphylla
Cyathea atrocastanea
Eugenia macrantha
Huberia glazioviana
Bunchosia maritima
Himatanthus bracteatus
Meriania claussenii
Rudgea umbrosa
Rudgea reticulata
Acritopappus confertus
Eugenia flavescens
Chusquea urelytra
Leandra carassana
Myrocarpus frondosus
Colubrina glandulosa
Tachigali rugosa
Ocotea calliscypha
Ouratea hexasperma
Heterocoma albida
Myrcia lacunosa
Platymiscium speciosum
Qualea magna
Byrsonima stipulacea
Myrsine guianensis
Zanthoxylum monogynum
Erythroxylum campestre
Simira grazielae
Mollinedia uleana
Protium widgrenii
Miconia valentinensis
Inga ciliata
Myrciaria cuspidata
NA
Licania salzmannii
Macrothumia kuhlmannii
Hymenaea stigonocarpa
Chusquea nutans
Allophylus puberulus
Myrcia coelosepala
Miconia hirtella
Matayba mollis
Myrcia anceps
Cariniana estrellensis
Psidium guineense
Chrysophyllum flexuosum
Pera furfuracea
Manilkara subsericea
NA
Miconia ferruginata
Miconia angelana
Lamanonia ternata
Unonopsis guatterioides
Pouteria coelomatica
Matayba sylvatica
Xylopia emarginata
Kielmeyera rubriflora
Kielmeyera albopunctata
Ocotea corymbosa
Talisia cupularis
Plinia cauliflora
Ficus luschnathiana
Sterculia curiosa
Sorocea bonplandii
Astronium graveolens
Eriotheca candolleana
Machaerium nyctitans
Ocotea dispersa
Virola bicuhyba
Nectandra lanceolata
Bathysa nicholsonii
Pouteria caimito
Casearia gossypiosperma
Eugenia lambertiana
Casearia ulmifolia
Tapirira obtusa
Chrysophyllum marginatum
Trichilia catigua
Guarea pendula
Amaioua guianensis
Urbanodendron verrucosum
Licania belemii
Heisteria silvianii
Tovomita glazioviana
Erythroxylum daphnites
Terminalia glabrescens
Mouriri glazioviana
Myrcia laxiflora
Meliosma itatiaiae
Myrcia pubipetala
Matayba elaeagnoides
Ouratea polygyna
Cordia sellowiana
Eugenia dodonaeifolia
Ilex cerasifolia
Tabernaemontana hystrix
Margaritaria nobilis
Croton hemiargyreus
Cryptocarya moschata
Miconia brunnea
Miconia minutiflora
Xylopia brasiliensis
Monteverdia floribunda
Aspidosperma subincanum
Erythroxylum pelleterianum
Jacaratia heptaphylla
Plinia grandifolia
Jacaratia spinosa
Ceiba speciosa
Kielmeyera rufotomentosa
Duroia valesca
Tabebuia cassinoides
Campomanesia rufa
Virola sebifera
Mimosa scabrella
Myrciaria glomerata
Myrcia perforata
Myrceugenia bracteosa
Myrcia anacardiifolia
Hirtella gracilipes
Vochysia dasyantha
Miconia warmingiana
Cordia fusca
Dilodendron bipinnatum
Eugenia pluriflora
Myrcia maximiliana
Myrcia robusta
Campomanesia anemonea
Chloroleucon tortum
NA
Solanum latiflorum
Monteverdia horrida
Erythroxylum suberosum
Ocotea tristis
Ocotea fasciculata
Persea fulva
Croton blanchetianus
Ocotea glauca
NA
Tabebuia insignis
Ocotea kostermanniana
Nectandra puberula
Heisteria perianthomega
Mouriri pusa
Cryptocarya citriformis
Rhodostemonodaphne capixabensis
Cupania ludowigii
Kielmeyera bifaria
Melia azedarach
Terminalia argentea
Campomanesia pubescens
Ocotea grandifructa
Psychotria alto-macahensis
Daphnopsis coriacea
Caesalpinia pulcherrima
Myrcia cordiifolia
Swartzia flaemingii
Myrsine coriacea
Pouteria torta
Leandra quinquedentata
Ocotea percoriacea
Connarus regnellii
Myrcia nitida
Lychnophora syncephala
Chomelia ribesioides
Acalypha villosa
Ouratea semiserrata
Rudgea gardenioides
Qualea glaziovii
Myrciaria pilosa
Miconia hyemalis
Miconia willdenowii
Agarista pulchra
Trattinnickia ferruginea
Swartzia multijuga
Eugenia cerasiflora
Erythroxylum umbu
Myrcia palustris
Guapira noxia
Guapira tomentosa
Siphoneugena kiaerskoviana
Macairea radula
Magnolia ovata
Styrax ferrugineus
Euphorbia cotinifolia
Symplocos oblongifolia
Duguetia furfuracea
Miconia affinis
NA
Symphyopappus lymansmithii
Myrcia insularis
Byrsonima vacciniifolia
Myrcia glazioviana
Swartzia pilulifera
Amaioua intermedia
Casearia obliqua
NA
Aniba intermedia
Eugenia mansoi
Aspidosperma brasiliense
Croton medusae
Miconia chamissois
Cupania oblongifolia
Ilex affinis
Piptolepis monticola
Miconia inconspicua
Eugenia neoformosa
Lafoensia pacari
Bauhinia pulchella
Chamaecrista hedysaroides
Daphnopsis utilis
Eugenia repanda
Terminalia phaeocarpa
Toulicia subsquamulata
Symplocos falcata
Myrceugenia franciscensis
Agarista glaberrima
Vernonanthura phaeoneura
Eremanthus ovatifolius
NA
Miconia mellina
Senna siamea
Cupania paniculata
Symplocos angulata
Weinmannia humilis
Vismia martiana
Ocotea laxa
Kielmeyera lathrophyton
Vochysia schwackeana
Solanum decorum
Callisthene erythroclada
Ficus mexiae
Schwartzia adamantium
Lamanonia cuneata
Erythrina speciosa
Annona crassiflora
Styrax pohlii
Lycianthes pauciflora
Cyanocephalus lippioides
Tovomita leucantha
Callisthene major
Chionanthus crassifolius
Erythrina falcata
Duguetia lanceolata
Mimosa bimucronata
Myrsine lineata
Senna spectabilis
Eugenia crassa
Aspidosperma macrocarpon
Coussarea congestiflora
Dalbergia brasiliensis
Miconia urophylla
Licania hoehnei
Abarema villosa
Guapira areolata
Lithraea molleoides
Eugenia capparidifolia
Metrodorea stipularis
Swartzia hilaireana
Symplocos pentandra
Ouratea castaneifolia
Ocotea velloziana
Qualea cordata
Miconia elegans
Parinari brasiliensis
Alibertia edulis
Daphnopsis fasciculata
Machaerium acutifolium
Tachigali paratyensis
Micrandra elata
Panopsis multiflora
Pseudolmedia laevigata
Eugenia aurata
Inga schinifolia
Ormosia friburgensis
Mollinedia oligantha
Plinia espinhacensis
Merianthera sipolisii
Myrceugenia pilotantha
NA
Citharexylum myrianthum
Matayba juglandifolia
Rudgea viburnoides
Qualea grandiflora
Miconia discolor
Mollinedia lamprophylla
Chronopappus bifrons
Monteverdia communis
Monteverdia evonymoides
Toulicia laevigata
Panopsis rubescens
Tachigali friburgensis
Mollinedia widgrenii
Eugenia barrana
Miconia tentaculifera
NA
Chaetocarpus echinocarpus
Hirtella glandulosa
Himatanthus obovatus
Vochysia acuminata
Cryptocarya micrantha
Solanum crinitum
Piptocarpha axillaris
Qualea lundii
Hyptidendron canum
Psidium robustum
Macropeplus ligustrinus
Ouratea salicifolia
Ocotea insignis
Lacistema robustum
NA
Chrysophyllum viride
Pachira aquatica
Simira sampaioana
Dimorphandra gardneriana
Conchocarpus macrocarpus
Astronium nelson-rosae
Rourea induta
Sapindus saponaria
Inga alba
Protium glaziovii
Persea major
Miconia pepericarpa
Myrceugenia brevipedicellata
Pouteria gardneriana
Ocotea pulchella
Rauvolfia sellowii
Helicostylis tomentosa
Nectandra megapotamica
Baccharis oreophila
Petrea volubilis
Guatteria notabilis
Anaxagorea dolichocarpa
Ferdinandusa speciosa
Miconia serrulata
Pachira endecaphylla
Vitex cymosa
Andira anthelmia
Actinostemon klotzschii
Cordia silvestris
Coccoloba alnifolia
Moldenhawera papillanthera
Hymenolobium alagoanum
Zollernia ilicifolia
Byrsonima clausseniana
Swartzia macrostachya
Tabernaemontana solanifolia
Hyeronima alchorneoides
Tachigali vulgaris
Byrsonima laxiflora
Myrcia neoblanchetiana
Sweetia fruticosa
Miconia sclerophylla
Hirtella martiana
Byrsonima lancifolia
Simira eliezeriana
Trichilia elegans
Licania arianeae
Stephanopodium blanchetianum
Parinari excelsa
Casearia grandiflora
Hirtella sprucei
Ouratea cuspidata
Toulicia patentinervis
Jacaranda bracteata
Exostyles venusta
Platymiscium floribundum
Miconia kollmannii
Casearia melliodora
Piptocarpha rotundifolia
Trattinnickia mensalis
Pouteria ramiflora
Licania naviculistipula
Miconia shepherdii
Metrodorea maracasana
