"search.str";"lat";"lon"
"Styrax pohlii";-20,436389;-43
"Lycianthes pauciflora";-19,704444;-42,516389
"Cyanocephalus lippioides";-20,265278;-43,527778
"Tovomita leucantha";-19,57;-42,089722
"Callisthene major";-20,137361;-43,405278
"Chionanthus crassifolius";-20,197222;-43,605
"Erythrina falcata";-19,261181;-43,378889
"Duguetia lanceolata";-19,412708;-43,288522
"Mimosa bimucronata";-20,234722;-43,419694
"Myrsine lineata";-20,133333;-43,450833
"Senna spectabilis";-19,57;-42,089722
"Eugenia crassa";-19,910556;-40,594444
"Aspidosperma macrocarpon";-20,197222;-43,605
"Coussarea congestiflora";-19,599169;-43,379408
"Dalbergia brasiliensis";-19,670208;-43,314364
"Miconia urophylla";-20,595914;-43,256553
"Licania hoehnei";-20,109167;-43,657778
"Abarema villosa";-19,853333;-43,383611
"Guapira areolata";-19,390386;-43,370361
"Lithraea molleoides";-20,001111;-43,497222
"Eugenia capparidifolia";-20,16575;-43,479639
"Metrodorea stipularis";-19,498694;-43,460778
"Swartzia hilaireana";-20,208444;-43,437056
"Symplocos pentandra";-20,134722;-43,4525
"Ouratea castaneifolia";-20,153611;-43,436667
"Ocotea velloziana";-20,197222;-43,605
"Qualea cordata";-19,219964;-43,391661
"Miconia elegans";-19,349681;-43,303372
"Parinari brasiliensis";-19,191808;-43,255814
"Alibertia edulis";-19,588333;-43,435361
"Daphnopsis fasciculata";-20,146361;-43,490583
"Machaerium acutifolium";-20,153028;-43,501889
"Tachigali paratyensis";-19,651667;-42,741667
"Micrandra elata";-19,073056;-42,888611
"Panopsis multiflora";-19,009947;-43,397425
"Pseudolmedia laevigata";-19,408825;-43,288631
"Eugenia aurata";-20,154472;-43,481833
"Inga schinifolia";-20,1465;-43,490861
"Ormosia friburgensis";-20,098481;-43,489567
"Mollinedia oligantha";-19,892556;-43,365333
"Plinia espinhacensis";-18,116667;-43,016667
"Merianthera sipolisii";-19,595556;-43,322111
"Myrceugenia pilotantha";-19,431667;-43,432778
NA;NA;NA
"Citharexylum myrianthum";-19,591111;-42,568611
"Matayba juglandifolia";-20,093806;-43,683111
"Rudgea viburnoides";-19,053889;-43,136667
"Qualea grandiflora";-19,847778;-43,377778
"Miconia discolor";-19,736389;-41,818889
"Mollinedia lamprophylla";-19,57;-42,089722
"Chronopappus bifrons";-20,135;-43,486944
"Monteverdia communis";-19,166389;-43,381111
"Monteverdia evonymoides";-20,036111;-43,681111
"Toulicia laevigata";-20,44385;-43,316236
"Panopsis rubescens";-20,191667;-43,472222
"Tachigali friburgensis";-20,410833;-43,394167
"Mollinedia widgrenii";-19,846944;-43,396111
"Eugenia barrana";-19,348056;-40,55085
"Miconia tentaculifera";-20,093806;-43,683111
NA;NA;NA
"Chaetocarpus echinocarpus";-19,048717;-43,378792
"Hirtella glandulosa";-20,430833;-43,370556
"Himatanthus obovatus";-19,620639;-42,465333
"Vochysia acuminata";-19,556583;-43,486444
"Cryptocarya micrantha";-19,892556;-43,365333
"Solanum crinitum";-19,430278;-41,335278
"Piptocarpha axillaris";-20,449639;-43,405639
"Qualea lundii";-20,153611;-43,436667
"Hyptidendron canum";-20,197222;-43,605
"Psidium robustum";-20,093631;-43,683111
"Macropeplus ligustrinus";-20,134722;-43,451389
"Ouratea salicifolia";-19,838333;-43,399722
"Ocotea insignis";-19,67;-41,83
"Lacistema robustum";-19,3949002236543;-40,071853011446
NA;NA;NA
"Chrysophyllum viride";-19,7935072897072;-42,139292776021
"Pachira aquatica";-19,3949002236543;-40,071853011446
"Simira sampaioana";-19,3949002236543;-40,071853011446
"Dimorphandra gardneriana";-17,99645;-42,3894
"Conchocarpus macrocarpus";-20,25;-41,17
"Astronium nelson-rosae";-18,2973786558272;-43,0093502652758
"Rourea induta";-19,948004;-43,248576
"Sapindus saponaria";-19,3949002236543;-40,071853011446
"Inga alba";-18,4699;-43,3495
"Protium glaziovii";-19,3949002236543;-40,071853011446
"Persea major";-20,023056;-43,501667
"Miconia pepericarpa";-20,154722;-43,514722
"Myrceugenia brevipedicellata";-20,154722;-43,514722
"Pouteria gardneriana";-19,160833;-42,788889
"Ocotea pulchella";-20,023056;-43,501667
"Rauvolfia sellowii";-18,947222;-42,524167
"Helicostylis tomentosa";-18,947222;-42,524167
"Nectandra megapotamica";-18,947222;-42,524167
"Baccharis oreophila";-20,398333;-43,550833
"Petrea volubilis";-18,947222;-42,524167
"Guatteria notabilis";-20,138333;-43,420833
"Anaxagorea dolichocarpa";-19,5;-42,633333
"Ferdinandusa speciosa";-20,197222;-43,432222
"Miconia serrulata";-19,783333;-42,616667
"Pachira endecaphylla";-19,346111;-40,549722
"Vitex cymosa";-20,023056;-43,501667
"Andira anthelmia";-19,914167;-40,609167
"Actinostemon klotzschii";-19,696944;-42,504167
"Cordia silvestris";-19,766667;-42,616667
"Coccoloba alnifolia";-19,348333;-40,551111
"Moldenhawera papillanthera";-19,146111;-40,457778
"Hymenolobium alagoanum";-19,2275;-39,964167
"Zollernia ilicifolia";-19,583611;-42,575556
"Byrsonima clausseniana";-19,314722;-43
"Swartzia macrostachya";-19,577778;-43,27
"Tabernaemontana solanifolia";-19,046111;-42,551944
"Hyeronima alchorneoides";-19,588056;-42,549722
"Tachigali vulgaris";-20,208611;-43,436111
"Byrsonima laxiflora";-19,857222;-42,508056
"Myrcia neoblanchetiana";-19,532778;-39,965278
"Sweetia fruticosa";-19,64;-42,615
"Miconia sclerophylla";-18,87;-43,4
"Hirtella martiana";-19,3949002236543;-40,071853011446
"Byrsonima lancifolia";-19,0409924221712;-43,4248788829597
"Simira eliezeriana";-19,3949002236543;-40,071853011446
"Trichilia elegans";-19,3949002237318;-40,072153031695
"Licania arianeae";-19,3949002236543;-40,071853011446
"Stephanopodium blanchetianum";-19,3949002236543;-40,071853011446
"Parinari excelsa";-19,3949002236543;-40,071853011446
"Casearia grandiflora";-19,948004;-43,248576
"Hirtella sprucei";-19,3949002236543;-40,071853011446
"Ouratea cuspidata";-19,3949002236543;-40,071853011446
"Toulicia patentinervis";-19,3949002236543;-40,071853011446
"Jacaranda bracteata";-19,41666;-40,06666
"Exostyles venusta";-19,23;-40,05
"Platymiscium floribundum";-19,83;-41,83
"Miconia kollmannii";-19,79964;-40,53581
"Casearia melliodora";-19,28;-40,2
"Piptocarpha rotundifolia";-19,948004;-43,248576
"Trattinnickia mensalis";-19,3949002236543;-40,071853011446
"Pouteria ramiflora";-19,948004;-43,248576
"Licania naviculistipula";-19,3949002236543;-40,071853011446
"Miconia shepherdii";-20,42939;-43,49711
"Metrodorea maracasana";-19,3949002236543;-40,071853011446
"Ocotea arenicola";-19,230556;-39,965278
"Vochysia elliptica";-19,221389;-42,594722
"Qualea parviflora";-19,221389;-42,594722
"Himatanthus drasticus";-19,221389;-42,594722
"Crescentia cujete";-20,078889;-42,238889
"Diospyros sericea";-18,57;-43,408611
"Byrsonima coccolobifolia";-19,221389;-42,594722
"Pterodon emarginatus";-19,221389;-42,594722
"Chomelia brasiliana";-19,221389;-42,594722
"Terminalia fagifolia";-19,221389;-42,594722
"Triplaris gardneriana";-19,0025;-43,194167
"Qualea selloi";-19;-43
"Pouteria pachycalyx";-19;-43
"Licania spicata";-19,0025;-43,194167
"Coccoloba mollis";-19,0025;-43,194167
"Handroanthus riodocensis";-19,0025;-43,194167
"Diospyros lasiocalyx";-19,0025;-43,194167
"Pittosporum undulatum";-20,096667;-43,493333
"Byrsonima stannardii";-19,0025;-43,194167
"Cupania tenuivalvis";-18,904722;-43,4275
"Helietta apiculata";-18,903889;-43,426389
"Campomanesia lineatifolia";-18,909722;-43,423611
"Kielmeyera altissima";-18,903611;-43,426111
"Aspidosperma tomentosum";-19,221389;-42,594722
"Antonia ovata";-19,221389;-42,594722
"Zanthoxylum riedelianum";-18,904516;-43,426343
"Casearia eichleriana";-18,924444;-43,477778
"Ludwigia anastomosans";-20,263472;-43,535
"Aspidosperma pyricollum";-19,255583;-40,07475
"Lychnophora granmogolensis";-19,414444;-43,431333
"Symphonia globulifera";-19,237222;-40,534722
"Clusia fluminensis";-20,731944;-42,488889
"Aspidosperma cylindrocarpon";-19,566917;-40,598861
"Aspidosperma pyrifolium";-18,566667;-42,916667
"Mimosa caesalpiniifolia";-19,274167;-40,102222
"Campomanesia sessiliflora";-20,483333;-43
"Ateleia glazioveana";-19,25;-42,825
"Matayba discolor";-19,1395;-40,486083
"Kielmeyera sigillata";-19,229944;-40,798639
"Dasyphyllum spinescens";-20;-42,05
"Daphnopsis racemosa";-19,666667;-43,316667
"Protium icicariba";-19,3949002236543;-40,071853011446
"Hymenaea aurea";-19,3949002236543;-40,071853011446
"Chrysobalanus icaco";-19,3949002236543;-40,071853011446
"Casearia guianensis";-19,892556;-43,365333
"Alsophila salvinii";-20,071861;-42,070306
"Miconia splendens";-19,255278;-40,085833
"Myrceugenia acutiflora";-19,9167;-40,6
"Psidium cauliflorum";-19,389282;-40,064615
"Leandra regnellii";-20,421694;-41,821139
"Sloanea obtusifolia";-19,3949002236543;-40,071853011446
"Calycophyllum papillosum";-19,3949002236543;-40,071853011446
"Hennecartia omphalandra";-20,2916151948885;-43,5082859302814
"Copaifera oblongifolia";-19,3949002236543;-40,071853011446
"Couepia rufa";-19,5866031944136;-42,6443267716943
"Prunus chamissoana";-20,758024038568;-42,8818438826343
"Chionanthus ferrugineus";-19,3949002236543;-40,071853011446
"Celtis orthacanthos";-19,67;-41,83
"Amphirrhox longifolia";-19,3949002236543;-40,071853011446
"Coussarea paniculata";-19,5061;-39,8875
"Lychnophora gardneri";-18,401667;-43,317222
"Symplocos platyphylla";-20,716667;-42,483333
"Leucochloron incuriale";-21,131111;-43,552778
"Stryphnodendron adstringens";-19,353333;-41,288889
"Chusquea meyeriana";-20;-41
NA;NA;NA
"Inga platyptera";-20,702278;-42,515611
"Ixora venulosa";-19,88333;-43,35
"Coussarea hydrangeifolia";-19,884167;-43,365278
"Monteverdia megalocarpa";-19,731111;-41,816944
"Lychnophora salicifolia";-18,3;-43,166667
"Dicksonia sellowiana";-20,123611;-43,464722
"Erythroxylum affine";-19,243611;-40,104167
"Vochysia saldanhana";-20,721111;-42,481944
"Casearia aculeata";-19,28333;-40,2
"Pagamea guianensis";-19,3911;-40,0722
"Styrax camporum";-19,3911;-40,0722
"Styrax glabratus";-19,3911;-40,0722
"Machaerium salzmannii";-19,0175;-40,5356
"Casearia pauciflora";-19,3911;-40,0722
NA;NA;NA
NA;NA;NA
"Gaylussacia salicifolia";-20,130068;-43,508849
"Pseudopiptadenia brenanii";-19,4996022340698;-41,0639199848162
"Vismia guianensis";-20,2916151948885;-43,5082859302814
"Byrsonima verbascifolia";-19,948004;-43,248576
"Banara serrata";-20,761343;-42,868031
"Heisteria ovata";-19,7160055017001;-42,7320328016446
"Jacaranda jasminoides";-18,984389;-40,692778
"Conchocarpus adenantherus";-19,495889;-40,230833
"Tocoyena brasiliensis";-19,227139;-39,992778
"Zanthoxylum nemorale";-19,266667;-40,166667
"Ocotea pluridomatiata";-19,237222;-40,534722
"Spondias mombin";-19,383333;-40,683333
"Allophylus petiolulatus";-19,431861;-43,432861
"Pouteria macahensis";-19,139722;-40,485278
"Ocotea beyrichii";-19,431861;-43,432861
"Celtis brasiliensis";-20,716667;-43,016667
"Picramnia elliptica";-19,7;-42,5
"Ocotea bicolor";-19,396361;-43,402056
"Myrcia gestasiana";-18,383333;-43,316667
"Rinorea bahiensis";-19,276111;-40,037222
"Inga lanceifolia";-19,31275;-41,576306
"Aspidosperma australe";-19,414444;-43,431333
"Ruprechtia latifunda";-19,15;-40,383333
"Eugenia flamingensis";-19,1395;-40,485806
NA;NA;NA
"Copaifera trapezifolia";-19,396361;-43,402056
"Faramea hyacinthina";-19,804028;-40,688333
"Myrcia springiana";-19,258258;-40,082589
"Matayba intermedia";-19,431861;-43,432861
"Waltheria cinerascens";-19,306528;-41,578056
"Duguetia sooretamae";-19,118489;-40,533333
"Gorceixia decurrens";-19,191389;-40,776111
"Vochysia oppugnata";-19,3949002236543;-40,071853011446
"Lychnophora rosmarinifolia";-18,97;-43,4
"Croton salutaris";-18,4489;-43,351
"Chomelia hirsuta";-20,1263;-43,492778
"Trichilia tetrapetala";-19,37;-40,12
NA;NA;NA
"Schizolobium parahyba";-19,471231;-42,54238
"Cymbopetalum brasiliense";-19,378889;-39,920556
"Zygia latifolia";-19,57;-42,089722
"Inga lenticellata";-20,795555;-42,865278
"Senegalia hatschbachii";-18,909444;-43,418611
"Rudgea recurva";-20,7375;-42,475
"Symplocos pubescens";-20,446111;-43,558611
"Acalypha diversifolia";-20,716667;-42,483333
"Pseudopiptadenia leptostachya";-19,431944;-43,432778
"Psidium sartorianum";-19,8825;-43,371111
"Podocarpus sellowii";-20,543333;-42,986389
"Solanum leucocarpon";-20,067222;-42,079444
"Byrsonima fonsecae";-20,390833;-43,584722
"Cordia magnoliifolia";-19,44;-40,45
"Eugenia moonioides";-18,571389;-43,344167
"Oxandra martiana";-19,139722;-40,485278
"Nectandra gardneri";-20,040833;-41,821389
"Miconia hypoleuca";-19,378889;-39,920556
"Terminalia januariensis";-19,191389;-40,776111
"Mimosa tenuiflora";-18,818611;-42,259444
"Miconia paradoxa";-19;-43
"Cryptocarya aschersoniana";-19,868611;-40,544167
"Mimosa cubatanensis";-18,944444;-40,801944
"Solanum sciadostylis";-20,716667;-42,483333
"Goniorrhachis marginata";-19,950555;-42,143056
"Guatteria macropus";-19,741111;-40,980278
"Terminalia mameluco";-19,231111;-40,876667
"Machaerium paraguariense";-20,224167;-42,501667
"Protium aracouchini";-19,2525;-40,102222
"Neomitranthes langsdorffii";-19,433333;-39,8175
"Chamaecrista duartei";-19,304444;-40,085555
"Vismia pentagyna";-19,279167;-40,623889
"Cordia hatschbachii";-19,275;-40,116667
"Guazuma ulmifolia";-19,133333;-41,573333
"Eugenia subterminalis";-19,285;-43,333333
"Dimorphandra mollis";-20,264167;-43,392778
"Trigynaea oblongifolia";-19,285;-43,333333
"Hymenaea fariana";-19,276111;-41,037222
"Ocotea floribunda";-19,275833;-40,463333
"Senegalia paganuccii";-19,239444;-40,805
"Clusia diamantina";-20,373611;-41,827222
"Eriotheca gracilipes";-19,278889;-43,316944
"Handroanthus selachidentatus";-19,264722;-40,848889
"Couepia belemii";-19,3949002236543;-40,071853011446
"Neea floribunda";-19,4169007116929;-40,5416847206305
"Ocotea porosa";-19,8469078537136;-42,7768359408608
"Manilkara salzmannii";-19,391667;-40,0725
"Manilkara longifolia";-19,391667;-40,0725
"Manilkara elata";-19,391667;-40,0725
"Manilkara triflora";-19,391667;-40,0725
"Aniba heringeri";-18,0905;-42,5249
"Cyathea rufa";-20,065361;-42,073861
"Alsophila capensis";-19,834167;-40,550833
"Cyathea hirsuta";-18,946861;-42,545778
"Alsophila sternbergii";-19,578778;-43,492889
"Cyathea bipinnatifida";-19,2585;-41,373528
"Cyathea poeppigii";-18,892528;-42,707417
"Ocotea minarum";-19,1215;-43,3001
"Bathysa stipulata";-18,2973786558272;-43,0093502652758
"Monteverdia macrophylla";-19,3949002236543;-40,071853011446
"Agarista revoluta";-19,3949002236543;-40,071853011446
"Annona mucosa";-20,761343;-42,868031
"Riodocea pulcherrima";-19,3949002236543;-40,071853011446
"Faramea atlantica";-19,3949002236543;-40,071853011446
"Leandra tetraquetra";-20,130068;-43,508849
